answer,count,percent,score
LAPD,171,0.01,0.23304
XMEN,171,0.01,0.22798
LUIS,171,0.01,0.22611
DIDO,171,0.01,0.20972
SHIM,171,0.01,0.20040
FROG,171,0.01,0.17674
MEME,170,0.01,0.32975
EGIS,170,0.01,0.30669
RIOS,170,0.01,0.29706
WARS,170,0.01,0.28632
ROCS,170,0.01,0.26407
LODI,170,0.01,0.22639
ZION,170,0.01,0.19895
FLAK,170,0.01,0.18900
KING,170,0.01,0.15134
BETE,169,0.01,0.36496
RIEL,169,0.01,0.32443
LOEW,169,0.01,0.27621
HAGS,169,0.01,0.24593
WAND,169,0.01,0.22267
MARX,169,0.01,0.21748
JIVE,169,0.01,0.20887
MACH,169,0.01,0.19404
CHIT,169,0.01,0.18431
ATIE,168,0.01,0.38538
BREA,168,0.01,0.34346
NATS,168,0.01,0.33536
GENA,168,0.01,0.33223
ALEG,168,0.01,0.32520
HIES,168,0.01,0.31040
BEAK,168,0.01,0.28147
RIVE,168,0.01,0.27907
ISAW,168,0.01,0.27558
PINA,168,0.01,0.26485
COKE,168,0.01,0.25102
TONG,168,0.01,0.22596
LINK,168,0.01,0.18538
JOHN,168,0.01,0.16028
ONEG,167,0.01,0.29202
ATMO,167,0.01,0.28884
KEDS,167,0.01,0.27281
ISIN,167,0.01,0.27178
BONA,167,0.01,0.26911
COOS,167,0.01,0.26679
MERV,167,0.01,0.24504
FOOL,167,0.01,0.21350
POUT,167,0.01,0.19700
FINN,167,0.01,0.19254
ZANY,167,0.01,0.19192
HOLD,167,0.01,0.18794
OUZO,167,0.01,0.17484
UGHS,167,0.01,0.15362
FEST,166,0.01,0.30764
MEIN,166,0.01,0.28670
SALK,166,0.01,0.26716
BEGS,166,0.01,0.26395
NIBS,166,0.01,0.22904
SHAQ,166,0.01,0.22738
CUSP,166,0.01,0.16768
RADS,165,0.01,0.31248
SHUE,165,0.01,0.27175
KATO,165,0.01,0.27160
PARK,165,0.01,0.22542
POPS,165,0.01,0.21922
GOLD,165,0.01,0.18423
GLOP,165,0.01,0.17547
PETA,164,0.01,0.35183
SIRI,164,0.01,0.28361
ITOR,164,0.01,0.27993
ATIP,164,0.01,0.27585
SUNS,164,0.01,0.26017
MOMA,164,0.01,0.24490
LOGS,164,0.01,0.23606
ZOOM,164,0.01,0.17947
LUMP,164,0.01,0.13150
HYMN,164,0.01,0.12504
ESNE,163,0.01,0.42374
SERT,163,0.01,0.36950
MEDS,163,0.01,0.29004
ONIN,163,0.01,0.25711
TOGS,163,0.01,0.25408
MIKE,163,0.01,0.23654
DIPS,163,0.01,0.21454
ILKS,163,0.01,0.21351
UTIL,163,0.01,0.20899
WILT,163,0.01,0.19669
COUP,163,0.01,0.15410
SEVE,162,0.01,0.37135
MOLT,162,0.01,0.22707
FLUE,162,0.01,0.22393
ONTV,162,0.01,0.21463
DIMS,162,0.01,0.21407
FEUD,162,0.01,0.20725
BIDS,162,0.01,0.20534
TIFF,162,0.01,0.15350
THUG,162,0.01,0.13649
ATAN,161,0.01,0.36198
THEA,161,0.01,0.34694
HANA,161,0.01,0.31362
TOBE,161,0.01,0.30243
ABOO,161,0.01,0.28365
DRAY,161,0.01,0.23821
MYNA,161,0.01,0.21715
NAVY,161,0.01,0.19769
GOOP,161,0.01,0.19703
PUPA,161,0.01,0.19374
PUTT,161,0.01,0.19346
BORG,161,0.01,0.18512
MOJO,161,0.01,0.17925
CRUD,161,0.01,0.16015
FALA,160,0.01,0.29392
MANS,160,0.01,0.29142
TYRA,160,0.01,0.27290
PDAS,160,0.01,0.26819
HATH,160,0.01,0.23251
DANG,160,0.01,0.23146
CUBE,160,0.01,0.20743
GUST,160,0.01,0.20198
DOWN,160,0.01,0.18247
HUNT,160,0.01,0.17756
FOCI,160,0.01,0.17518
WING,160,0.01,0.15164
ENCE,159,0.01,0.36372
BAEZ,159,0.01,0.27348
LYLE,159,0.01,0.25835
CAWS,159,0.01,0.24260
LECH,159,0.01,0.24227
WARD,159,0.01,0.23450
HIND,159,0.01,0.18151
CURL,159,0.01,0.17682
COBB,159,0.01,0.14081
CNBC,159,0.01,0.13603
EVAS,158,0.01,0.34903
WILE,158,0.01,0.26275
WAIL,158,0.01,0.24043
PHAT,158,0.01,0.23741
ISBN,158,0.01,0.22904
BRAY,158,0.01,0.22024
WORN,158,0.01,0.21799
FLEW,158,0.01,0.21163
DIGS,158,0.01,0.20593
VIVA,158,0.01,0.19253
LYNN,158,0.01,0.18831
FOUR,158,0.01,0.18025
FDIC,158,0.01,0.13694
SADA,157,0.01,0.35540
ROOS,157,0.01,0.31051
ARUT,157,0.01,0.28149
ADAY,157,0.01,0.28113
VAIL,157,0.01,0.23790
CAHN,157,0.01,0.22697
JOKE,157,0.01,0.22454
WORD,157,0.01,0.19429
PITH,157,0.01,0.18375
ILET,156,0.01,0.32361
HOER,156,0.01,0.30755
AMTS,156,0.01,0.30242
ALAW,156,0.01,0.29409
AINU,156,0.01,0.25976
WEBS,156,0.01,0.25516
SABU,156,0.01,0.24513
WOVE,156,0.01,0.23084
HIRT,156,0.01,0.22803
FOAM,156,0.01,0.22780
CTRL,156,0.01,0.22538
HOPS,156,0.01,0.21432
KAHN,156,0.01,0.20870
BURN,156,0.01,0.17408
FIJI,156,0.01,0.13524
TASE,155,0.01,0.41242
BARA,155,0.01,0.32114
JEEP,155,0.01,0.30477
PEDI,155,0.01,0.26348
SILK,155,0.01,0.21351
GAUL,155,0.01,0.21057
PECK,155,0.01,0.20402
DEFY,155,0.01,0.19867
DUCT,155,0.01,0.15933
CHOW,155,0.01,0.13691
MIFF,155,0.01,0.10957
IMET,154,0.01,0.29770
ITOO,154,0.01,0.28265
NORI,154,0.01,0.26893
OJAI,154,0.01,0.25348
TOWS,154,0.01,0.24529
RORY,154,0.01,0.23352
MOBS,154,0.01,0.20956
IWIN,154,0.01,0.19380
DING,154,0.01,0.17781
USMC,154,0.01,0.16722
WHIR,154,0.01,0.16717
BODY,154,0.01,0.14452
TOPE,153,0.01,0.31163
PEPS,153,0.01,0.28175
PLEB,153,0.01,0.23740
FOOT,153,0.01,0.23153
MEWL,153,0.01,0.22873
BAHT,153,0.01,0.22821
ORIG,153,0.01,0.22786
POCO,153,0.01,0.20620
WITH,153,0.01,0.16635
KNOX,153,0.01,0.14822
EMER,152,0.01,0.37450
SWEE,152,0.01,0.37388
ETDS,152,0.01,0.33398
HALS,152,0.01,0.27997
EDOM,152,0.01,0.27646
NISI,152,0.01,0.27178
WART,152,0.01,0.26919
MILA,152,0.01,0.25736
PIMA,152,0.01,0.23192
TOOK,152,0.01,0.23140
WIFE,152,0.01,0.21974
KAYO,152,0.01,0.21445
FOIL,152,0.01,0.20005
SHIV,152,0.01,0.18094
WHAM,152,0.01,0.17608
PING,152,0.01,0.16904
COPY,152,0.01,0.14551
BULB,152,0.01,0.11358
ATAT,151,0.01,0.37298
TSOS,151,0.01,0.32328
BEBE,151,0.01,0.31229
NILS,151,0.01,0.26367
GIRD,151,0.01,0.18963
PUNT,151,0.01,0.18246
HADJ,151,0.01,0.17679
MUNI,151,0.01,0.17208
AMSO,150,0.01,0.30596
SINO,150,0.01,0.28524
VEGA,150,0.01,0.27983
LYRA,150,0.01,0.25488
WALT,150,0.01,0.25035
EQUI,150,0.01,0.22246
LEVY,150,0.01,0.21298
LACY,150,0.01,0.21116
VARY,150,0.01,0.20951
FAUN,150,0.01,0.20863
YAWN,150,0.01,0.20022
BOOB,150,0.01,0.18724
GOOF,150,0.01,0.17946
SUCH,150,0.01,0.16279
BMOC,150,0.01,0.14953
JUDO,150,0.01,0.13639
AUEL,149,0.01,0.32871
SOTO,149,0.01,0.30969
HOSS,149,0.01,0.27491
CANI,149,0.01,0.26542
HIYA,149,0.01,0.21381
HUTS,149,0.01,0.20569
CYST,149,0.01,0.20256
YEGG,149,0.01,0.19026
FILM,149,0.01,0.15258
DRUG,149,0.01,0.15098
MANO,148,0.01,0.27784
VANS,148,0.01,0.27196
GAOL,148,0.01,0.26268
BIKE,148,0.01,0.22781
GARY,148,0.01,0.22083
FLEX,148,0.01,0.20385
PIUS,148,0.01,0.20067
GROG,148,0.01,0.18571
WEBB,148,0.01,0.18537
GLOM,148,0.01,0.17500
TERP,147,0.01,0.30891
DONA,147,0.01,0.28707
AGRO,147,0.01,0.28152
INOR,147,0.01,0.26893
NANU,147,0.01,0.25867
COSI,147,0.01,0.25334
POLS,147,0.01,0.24466
WITS,147,0.01,0.23184
DIBS,147,0.01,0.20534
VINO,147,0.01,0.20472
HONK,147,0.01,0.16850
SANA,146,0.01,0.37910
SETI,146,0.01,0.35876
ESPO,146,0.01,0.32875
BOOS,146,0.01,0.25703
WADS,146,0.01,0.25080
KEPI,146,0.01,0.23701
JAMS,146,0.01,0.23304
GILT,146,0.01,0.20548
BOLD,146,0.01,0.18364
GRIM,146,0.01,0.18039
TICK,146,0.01,0.17151
HOWL,146,0.01,0.16178
CHOU,146,0.01,0.14920
SESS,145,0.01,0.40292
AGTS,145,0.01,0.29429
ELKO,145,0.01,0.27590
ITON,145,0.01,0.26811
SIBS,145,0.01,0.25716
THRO,145,0.01,0.24149
ABOU,145,0.01,0.23155
NUKE,145,0.01,0.23082
COPS,145,0.01,0.21979
IWON,145,0.01,0.20725
BOUT,145,0.01,0.18780
CORK,145,0.01,0.18578
VAMP,145,0.01,0.17844
GYMS,145,0.01,0.14946
RALE,144,0.01,0.37809
ANDA,144,0.01,0.32728
DEKE,144,0.01,0.32175
OTOS,144,0.01,0.30969
SSGT,144,0.01,0.26767
KONA,144,0.01,0.26060
LOBS,144,0.01,0.23546
BINS,144,0.01,0.22904
VOLT,144,0.01,0.20761
MOLD,144,0.01,0.19237
COIF,144,0.01,0.17518
LUNG,144,0.01,0.15583
FLOW,144,0.01,0.14910
EINS,143,0.01,0.34776
ISAO,143,0.01,0.33998
IANS,143,0.01,0.32544
FAKE,143,0.01,0.27309
LUCE,143,0.01,0.24206
IROC,143,0.01,0.23703
PIAF,143,0.01,0.21482
TRIX,143,0.01,0.20775
DOFF,143,0.01,0.13225
FARR,142,0.01,0.26984
GARP,142,0.01,0.23452
GWEN,142,0.01,0.22762
MARK,142,0.01,0.22495
WAFT,142,0.01,0.20734
DORY,142,0.01,0.19800
EGGY,142,0.01,0.19026
GILL,142,0.01,0.18745
LAZY,142,0.01,0.18490
CLEM,141,0.01,0.24669
FITS,141,0.01,0.23166
CALC,141,0.01,0.22541
MOOG,141,0.01,0.19656
MING,141,0.01,0.16857
GLUM,141,0.01,0.12289
OSTE,140,0.01,0.37222
LEOI,140,0.01,0.32715
ATRI,140,0.01,0.32014
ENCL,140,0.01,0.27963
IDED,140,0.01,0.27224
JOEL,140,0.01,0.26769
TOSH,140,0.01,0.25779
WAYS,140,0.01,0.22835
GOYA,140,0.01,0.22355
MOPS,140,0.01,0.21875
SOCK,140,0.01,0.20208
YIPS,140,0.01,0.19208
PONG,140,0.01,0.18249
NAES,139,0.01,0.40142
GEER,139,0.01,0.36637
ZEES,139,0.01,0.36558
ARAN,139,0.01,0.36280
RABE,139,0.01,0.34346
RIEN,139,0.01,0.33146
HEEP,139,0.01,0.32579
JEAN,139,0.01,0.31492
VIES,139,0.01,0.29537
OWIE,139,0.01,0.28432
GELT,139,0.01,0.28146
CRED,139,0.01,0.27478
WAWA,139,0.01,0.25126
ZEUS,139,0.01,0.25095
FEND,139,0.01,0.24482
VEND,139,0.01,0.24246
CUSS,139,0.01,0.22827
EDUC,139,0.01,0.22539
FUEL,139,0.01,0.22393
DANK,139,0.01,0.22237
HAIG,139,0.01,0.21889
HOMO,139,0.01,0.20027
UNIV,139,0.01,0.15262
CURB,139,0.01,0.14219
EATA,138,0.01,0.43904
EEKS,138,0.01,0.37357
CEST,138,0.01,0.32578
FEMA,138,0.01,0.29033
NOOR,138,0.01,0.28238
VOLE,138,0.01,0.27367
WAKE,138,0.01,0.27327
YIPE,138,0.01,0.24102
MYRA,138,0.01,0.22897
WADI,138,0.01,0.22376
CRUX,138,0.01,0.12621
SABE,137,0.01,0.35976
ENOW,137,0.01,0.28323
HEWS,137,0.01,0.25945
MOMS,137,0.01,0.21828
GOIN,137,0.01,0.21604
LIMN,137,0.01,0.20261
FOOD,137,0.01,0.19683
KILT,137,0.01,0.19638
FIRM,137,0.01,0.17142
BLOG,137,0.01,0.16627
ASWE,136,0.01,0.35156
ROTA,136,0.01,0.33359
WEEK,136,0.01,0.29559
BARK,136,0.01,0.21623
MUST,136,0.01,0.21011
BOYS,136,0.01,0.19634
KIND,136,0.01,0.16871
DUTY,136,0.01,0.14508
DIAS,135,0.01,0.30175
NCAR,135,0.01,0.27615
ROLO,135,0.01,0.27536
DEPT,135,0.01,0.27339
MORT,135,0.01,0.24591
GAGS,135,0.01,0.24222
IDIO,135,0.01,0.23450
SWIT,135,0.01,0.23184
HOGS,135,0.01,0.20572
JOLT,135,0.01,0.20162
SKYS,135,0.01,0.20142
ESTH,134,0.01,0.32031
JOSE,134,0.01,0.30284
DEUS,134,0.01,0.28542
FAZE,134,0.01,0.26510
SHAY,134,0.01,0.24085
PUCE,134,0.01,0.21662
MOLL,134,0.01,0.20904
JOSH,134,0.01,0.18841
WORM,134,0.01,0.18505
WOLF,134,0.01,0.14910
EEOC,133,0.01,0.37826
ABAT,133,0.01,0.32032
IAMA,133,0.01,0.31913
MELS,133,0.01,0.30672
USTA,133,0.01,0.29779
KENS,133,0.01,0.29651
TREF,133,0.01,0.29134
DOGE,133,0.01,0.26832
ARIZ,133,0.01,0.25098
DIKE,133,0.01,0.24577
UNIS,133,0.01,0.23313
KITS,133,0.01,0.23153
HOYA,133,0.01,0.22726
HARK,133,0.01,0.22052
FUSS,133,0.01,0.21014
ITBE,132,0.01,0.28898
EDDO,132,0.01,0.28569
NOAM,132,0.01,0.27784
TITI,132,0.01,0.26566
CRUE,132,0.01,0.26091
OKED,132,0.01,0.25922
LTDS,132,0.01,0.24989
ANTZ,132,0.01,0.24907
BAHS,132,0.01,0.24533
KOBE,132,0.01,0.24126
LIPO,132,0.01,0.21762
BIND,132,0.01,0.17721
CLOY,132,0.01,0.17095
GRUB,132,0.01,0.13301
ENER,131,0.01,0.40744
ANOS,131,0.01,0.33890
ANIS,131,0.01,0.32544
DECA,131,0.01,0.31770
ONED,131,0.01,0.30939
OYER,131,0.01,0.29876
IAMS,131,0.01,0.29251
FUSE,131,0.01,0.25908
MOTO,131,0.01,0.24863
TACK,131,0.01,0.22517
ABCD,131,0.01,0.19898
KROC,131,0.01,0.18578
RDAS,130,0.01,0.31248
DEJA,130,0.01,0.29122
LUNE,130,0.01,0.27396
HIED,130,0.01,0.25858
USMA,130,0.01,0.25386
SUEZ,130,0.01,0.25095
AMYS,130,0.01,0.24527
LANK,130,0.01,0.23904
BAYS,130,0.01,0.23655
FIVE,130,0.01,0.21721
MYST,130,0.01,0.20153
OMSK,130,0.01,0.20105
KIDS,130,0.01,0.19683
CURT,130,0.01,0.19485
WOKS,130,0.01,0.18412
HOOF,130,0.01,0.18317
PULP,130,0.01,0.13197
PENA,129,0.01,0.34083
TARN,129,0.01,0.31905
ANIN,129,0.01,0.29732
WOOS,129,0.01,0.24883
POSY,129,0.01,0.20554
YUMA,129,0.01,0.17959
SFPD,129,0.01,0.16341
HULL,129,0.01,0.15251
OHMY,129,0.01,0.13958
ZULU,129,0.01,0.10118
RHEE,128,0.01,0.37007
ITES,128,0.01,0.35876
REMI,128,0.01,0.29852
MPAA,128,0.01,0.28558
JAPE,128,0.01,0.28245
WEAK,128,0.01,0.27327
HORS,128,0.01,0.25861
DIEU,128,0.01,0.25838
ITIN,128,0.01,0.25466
DYAN,128,0.01,0.22638
SCUT,128,0.01,0.21115
FORD,128,0.01,0.19411
HAMM,128,0.01,0.19300
KILL,128,0.01,0.17836
CULT,128,0.01,0.17600
PULL,128,0.01,0.15741
SONE,127,0.01,0.36121
OUSE,127,0.01,0.32365
REFI,127,0.01,0.28142
ZENO,127,0.01,0.27493
SAWN,127,0.01,0.27450
FORA,127,0.01,0.27256
CAMS,127,0.01,0.25952
DEVO,127,0.01,0.25700
MAHI,127,0.01,0.22702
ITTY,127,0.01,0.21842
COGS,127,0.01,0.21118
MONK,127,0.01,0.17292
HAWK,127,0.01,0.15884
BOWL,127,0.01,0.15748
CANA,126,0.01,0.31908
TIGE,126,0.01,0.28957
DINA,126,0.01,0.27362
WELT,126,0.01,0.27267
BAIO,126,0.01,0.27020
SOWN,126,0.01,0.23429
GDAY,126,0.01,0.18532
BACK,126,0.01,0.17251
DULL,126,0.01,0.16618
WIRY,126,0.01,0.15839
WAXY,126,0.01,0.14258
VEES,125,0.01,0.37135
STAS,125,0.01,0.36348
MAAS,125,0.01,0.34617
LOPS,125,0.01,0.24466
MSRP,125,0.01,0.21603
PIPS,125,0.01,0.20577
BUST,125,0.01,0.20139
GAFF,125,0.01,0.15509
EGAL,124,0.01,0.32520
NITA,124,0.01,0.30832
ROWE,124,0.01,0.29505
SVEN,124,0.01,0.29428
ODED,124,0.01,0.28569
MLLE,124,0.01,0.27157
POME,124,0.01,0.26769
BPOE,124,0.01,0.25896
MOAB,124,0.01,0.23618
CUED,124,0.01,0.22539
FIFE,124,0.01,0.21956
DALY,124,0.01,0.21936
PIGS,124,0.01,0.19716
RETE,123,0.01,0.41844
EEGS,123,0.01,0.38267
SETT,123,0.01,0.36868
WALE,123,0.01,0.31641
DEMS,123,0.01,0.29004
BIEN,123,0.01,0.27798
PACS,123,0.01,0.25999
ORGS,123,0.01,0.25490
WEND,123,0.01,0.24499
NCIS,123,0.01,0.23880
WINS,123,0.01,0.22084
HEDY,123,0.01,0.21134
SUNG,123,0.01,0.19098
GORY,123,0.01,0.18063
COMP,123,0.01,0.15873
RIFF,123,0.01,0.15432
SENS,122,0.01,0.37480
NEVA,122,0.01,0.32090
IPSE,122,0.01,0.31530
TOKE,122,0.01,0.29392
MUSS,122,0.01,0.22724
CONN,122,0.01,0.22413
BTUS,122,0.01,0.20139
JILT,122,0.01,0.18817
PACK,122,0.01,0.18170
YURI,122,0.01,0.17068
GIFT,122,0.01,0.16247
PUSH,122,0.01,0.16222
WILD,122,0.01,0.16199
NYPD,122,0.01,0.13917
ALIS,121,0.01,0.31842
TORS,121,0.01,0.30697
YESM,121,0.01,0.26759
VENI,121,0.01,0.26724
SUMS,121,0.01,0.22724
COBS,121,0.01,0.21059
BANK,121,0.01,0.20440
JOIN,121,0.01,0.19873
CERT,120,0.01,0.30947
RYNE,120,0.01,0.28422
BORA,120,0.01,0.28093
ABAB,120,0.01,0.26766
NTSB,120,0.01,0.23895
DINT,120,0.01,0.22988
ITRY,120,0.01,0.21925
POOP,120,0.01,0.20564
HACK,120,0.01,0.17680
PFCS,120,0.01,0.15521
MILK,120,0.01,0.15245
DEET,119,0.01,0.38292
AFTA,119,0.01,0.31194
FENS,119,0.01,0.29664
BARI,119,0.01,0.26748
HOLA,119,0.01,0.26638
BOSN,119,0.01,0.24249
HEWN,119,0.01,0.23133
CITI,119,0.01,0.22276
TUSK,119,0.01,0.19288
ESOS,118,0.01,0.38934
IOLA,118,0.01,0.30483
IDAS,118,0.01,0.30175
ENZO,118,0.01,0.27493
RSTU,118,0.01,0.25487
LUXE,118,0.01,0.21632
WARY,118,0.01,0.21204
LACK,118,0.01,0.20714
RUGS,118,0.01,0.20280
HUEY,118,0.01,0.19748
GOTH,118,0.01,0.18859
ONKP,118,0.01,0.17339
RIGG,118,0.01,0.17226
LURK,118,0.01,0.15855
SEIS,117,0.01,0.37589
ENDE,117,0.01,0.37192
LATS,117,0.01,0.32833
MOES,117,0.01,0.32828
ILER,117,0.01,0.32443
ILKA,117,0.01,0.24013
PELF,117,0.01,0.22902
JIBE,117,0.01,0.21960
JEFF,117,0.01,0.16010
BING,117,0.01,0.15984
REMS,116,0.01,0.32556
ITAR,116,0.01,0.32014
COSA,116,0.01,0.30700
HAST,116,0.01,0.29800
OSAY,116,0.01,0.29275
MADD,116,0.01,0.21590
MOHS,116,0.01,0.21385
WALK,116,0.01,0.18918
SICK,116,0.01,0.18863
COOK,116,0.01,0.18850
DOJO,116,0.01,0.18849
PORK,116,0.01,0.18521
HOLM,116,0.01,0.17870
ORNO,115,0.01,0.28238
CAPN,115,0.01,0.23187
BANC,115,0.01,0.22267
LCDS,115,0.01,0.20699
COWS,115,0.01,0.20239
HTML,115,0.01,0.17517
BONY,115,0.01,0.16821
MOET,114,0.01,0.31116
HELI,114,0.01,0.27525
KTEL,114,0.01,0.27236
GNAR,114,0.01,0.26698
MEWS,114,0.01,0.26388
APOD,114,0.01,0.25461
ZOOS,114,0.01,0.24053
DUKE,114,0.01,0.20712
MANX,114,0.01,0.20566
DISK,114,0.01,0.19683
JUST,114,0.01,0.18467
BURP,114,0.01,0.14162
CCCP,114,0.01,0.11333
ATEM,113,0.01,0.35136
BATE,113,0.01,0.34264
EMME,113,0.01,0.32975
SROS,113,0.01,0.32410
MARL,113,0.01,0.26809
CAPT,113,0.01,0.24287
DRYS,113,0.01,0.21158
ONCD,113,0.01,0.20043
ABBY,113,0.01,0.16676
WIMP,113,0.01,0.12732
SALS,112,0.01,0.34546
LORN,112,0.01,0.26082
PENH,112,0.01,0.24872
VIED,112,0.01,0.24355
WAGS,112,0.01,0.23343
JUNE,112,0.01,0.22261
JERK,112,0.01,0.22183
OFIT,112,0.01,0.21808
HUME,112,0.01,0.21069
TUSH,112,0.01,0.20569
PUNS,112,0.01,0.19958
DOUG,112,0.01,0.15370
BULL,112,0.01,0.14821
FLUB,112,0.01,0.10520
TECS,111,0.01,0.32578
DELT,111,0.01,0.29883
SOIR,111,0.01,0.29706
GATS,111,0.01,0.29429
LAMS,111,0.01,0.28440
AWNS,111,0.01,0.27450
RUSS,111,0.01,0.27199
DREG,111,0.01,0.26560
FAVA,111,0.01,0.24855
PREZ,111,0.01,0.23975
MONT,111,0.01,0.23409
PICS,111,0.01,0.20633
COHN,111,0.01,0.18676
FILL,111,0.01,0.17849
RUMP,111,0.01,0.15035
ANTA,110,0.01,0.36198
ASYE,110,0.01,0.35527
CATE,110,0.01,0.35240
MEDE,110,0.01,0.33898
ASON,110,0.01,0.33890
TOLE,110,0.01,0.33707
ATOB,110,0.01,0.28011
SINN,110,0.01,0.27070
GAIL,110,0.01,0.24922
SUPS,110,0.01,0.22771
BOPS,110,0.01,0.21002
WAIF,110,0.01,0.19742
PURL,110,0.01,0.17625
JUNO,110,0.01,0.16008
LICK,110,0.01,0.15348
LYNX,110,0.01,0.13067
WHIM,110,0.01,0.12242
DIAN,109,0.01,0.27362
JAKE,109,0.01,0.26475
JOAN,109,0.01,0.25239
DINS,109,0.01,0.24700
IHAD,109,0.01,0.23626
GINS,109,0.01,0.22963
IMAY,109,0.01,0.21824
HAWN,109,0.01,0.20901
NUNN,109,0.01,0.20392
RUBS,109,0.01,0.20221
SCTV,109,0.01,0.19632
VIII,109,0.01,0.19235
HOOK,109,0.01,0.18304
TUFT,109,0.01,0.17589
XOUT,109,0.01,0.17182
GOWN,109,0.01,0.16510
QUAY,109,0.01,0.15290
ESSA,108,0.01,0.42955
OEIL,108,0.01,0.32715
ATLI,108,0.01,0.30129
ITHE,108,0.01,0.29328
ALOP,108,0.01,0.27128
NOUS,108,0.01,0.24659
JONI,108,0.01,0.19873
FUME,108,0.01,0.19802
BIBS,108,0.01,0.18738
BAUM,108,0.01,0.18407
PINK,108,0.01,0.15994
CULL,108,0.01,0.15797
YOLK,108,0.01,0.15268
HYPO,108,0.01,0.14005
REES,107,0.01,0.43556
EENS,107,0.01,0.42374
IATE,107,0.01,0.38538
ADIA,107,0.01,0.32837
AMAD,107,0.01,0.29435
TRAC,107,0.01,0.28715
AFTS,107,0.01,0.28532
DAYO,107,0.01,0.24092
MCAN,107,0.01,0.23140
ENUF,107,0.01,0.23095
FINS,107,0.01,0.22066
ROBB,107,0.01,0.18453
BUTT,107,0.01,0.18426
BUOY,107,0.01,0.13065
RIAS,106,0.01,0.33726
PRAT,106,0.01,0.28659
GAYE,106,0.01,0.28608
ATVS,106,0.01,0.28296
IWAS,106,0.01,0.27558
RONI,106,0.01,0.26893
IFAT,106,0.01,0.25828
PARD,106,0.01,0.25189
BRAC,106,0.01,0.23449
VIBE,106,0.01,0.22558
MAWR,106,0.01,0.22526
RPMS,106,0.01,0.21603
BOOP,106,0.01,0.19644
WHEW,106,0.01,0.18147
BEVY,106,0.01,0.17835
CHAW,106,0.01,0.17711
LOCK,106,0.01,0.16693
MULL,106,0.01,0.15694
HAZY,106,0.01,0.15456
KIDD,106,0.01,0.14501
HDTV,106,0.01,0.13903
DUMB,106,0.01,0.10563
ERDE,105,0.01,0.38374
EGER,105,0.01,0.36637
ORLE,105,0.01,0.33789
TUES,105,0.01,0.32011
ISSO,105,0.01,0.31336
ISTS,105,0.01,0.30982
ACEY,105,0.01,0.29525
BIER,105,0.01,0.28980
BREL,105,0.01,0.28169
CHAS,105,0.01,0.25510
LINO,105,0.01,0.25009
YEOW,105,0.01,0.23708
BRAM,105,0.01,0.23346
LOWS,105,0.01,0.22727
NUIT,105,0.01,0.21601
WILL,105,0.01,0.17866
YOKO,105,0.01,0.17425
BUSH,105,0.01,0.15303
RUBY,105,0.01,0.12793
WHIP,105,0.01,0.12289
TIAS,104,0.01,0.33644
ALKA,104,0.01,0.29379
GERI,104,0.01,0.29039
KART,104,0.01,0.26889
VITO,104,0.01,0.21572
HANK,104,0.01,0.20870
UDON,104,0.01,0.19476
WIND,104,0.01,0.16902
CUPS,104,0.01,0.16768
GULP,104,0.01,0.12336
AAAS,103,0.01,0.43385
REGS,103,0.01,0.31743
PRIE,103,0.01,0.29899
LEIF,103,0.01,0.26258
DOHA,103,0.01,0.24971
CAMO,103,0.01,0.24594
ACHT,103,0.01,0.23797
PUSS,103,0.01,0.22771
GLAM,103,0.01,0.21520
CUTS,103,0.01,0.21115
WHOS,103,0.01,0.19693
FORM,103,0.01,0.18488
FOLD,103,0.01,0.17527
BUNT,103,0.01,0.17326
JACK,103,0.01,0.15579
PFFT,103,0.01,0.11995
BOSE,102,0.01,0.31955
GEST,102,0.01,0.31661
IMRE,102,0.01,0.29852
IKES,102,0.01,0.29760
RONS,102,0.01,0.29597
MDSE,102,0.01,0.29004
RITT,102,0.01,0.27640
GADS,102,0.01,0.25959
ROSH,102,0.01,0.25861
GPAS,102,0.01,0.25082
MRIS,102,0.01,0.24958
TVAD,102,0.01,0.23114
GINO,102,0.01,0.21604
SIMP,102,0.01,0.20530
GOBS,102,0.01,0.20142
FAWN,102,0.01,0.19634
COWL,102,0.01,0.16724
YOWL,102,0.01,0.15299
BOYD,102,0.01,0.14452
APIE,101,0.01,0.34192
ANNI,101,0.01,0.29732
APIN,101,0.01,0.26485
SUBS,101,0.01,0.21851
CURS,101,0.01,0.21197
BOSH,101,0.01,0.20513
BOBS,101,0.01,0.20083
BALK,101,0.01,0.19738
SIKH,101,0.01,0.18317
RICK,101,0.01,0.17233
YORK,101,0.01,0.17153
KOOK,101,0.01,0.17023
KONG,101,0.01,0.16479
WIFI,101,0.01,0.14376
HAAS,100,0.01,0.34174
WOKE,100,0.01,0.23306
BENZ,100,0.01,0.21873
DIAZ,100,0.01,0.21546
CHOO,100,0.01,0.20130
BOOK,100,0.01,0.17874
WHIT,100,0.01,0.16635
KITH,100,0.01,0.16604
QUIZ,100,0.01,0.08723
ATTS,99,0.01,0.34636
CRAT,99,0.01,0.28715
BOLE,99,0.01,0.28440
KARO,99,0.01,0.27242
MAJA,99,0.01,0.25966
OTHO,99,0.01,0.24420
LILO,99,0.01,0.24306
COON,99,0.01,0.23866
CCED,99,0.01,0.23106
EHUD,99,0.01,0.21993
ISUP,99,0.01,0.20067
HECK,99,0.01,0.19912
